Task,Workload,Memory,Deadline,Weight,ArrivalTime
T1607,277,17,815.22,3,808.76
T1608,796,13,833.33,4,809.04
T1609,795,22,834.41,2,809.32
T1610,594,18,822.17,1,810.54
T1611,509,16,823.97,5,811.0
T1612,257,24,819.37,5,811.52
T1613,206,10,816.66,5,811.79
T1614,616,8,825.65,5,812.5
T1615,559,14,824.93,4,813.74
T1616,695,23,832.35,4,814.06
T1617,223,23,820.61,2,814.3
T1618,670,23,836.48,1,814.36
T1619,429,17,825.88,2,814.85
T1620,368,19,824.28,4,815.48
T1621,474,11,824.8,2,815.49
T1622,208,18,821.89,4,816.56
T1623,434,15,824.96,3,817.06
T1624,487,11,829.89,1,817.36
T1625,455,6,828.28,4,817.49
T1626,223,13,822.19,2,817.78
T1627,456,15,832.72,5,817.85
T1628,387,14,827.59,2,818.05
T1629,522,23,834.78,5,818.94
T1630,226,10,826.84,3,819.65
T1631,778,13,836.6,2,819.72
T1632,261,11,826.78,5,820.34
T1633,624,17,833.35,1,821.0
T1634,556,11,832.93,1,821.13
T1635,736,14,841.99,3,821.2
T1636,660,24,835.49,2,821.28
T1637,587,24,839.88,4,822.67
T1638,394,15,830.82,3,823.01
T1639,333,11,831.62,1,823.08
T1640,800,15,840.31,4,823.27
T1641,490,13,839.32,2,823.39
T1642,715,23,841.75,5,823.57
T1643,556,11,835.79,3,823.76
T1644,468,19,837.49,2,824.15
T1645,456,7,834.63,3,825.5
T1646,352,10,834.55,5,826.73
T1647,257,21,832.39,5,826.8
T1648,644,17,839.45,3,826.88
T1649,324,16,835.33,1,827.01
T1650,246,21,833.5,3,827.2
T1651,643,17,840.05,5,827.29
T1652,695,12,844.59,3,827.94
T1653,485,12,843.76,4,828.15
T1654,672,17,845.3,4,828.17
T1655,215,23,835.12,5,828.58
T1656,288,23,837.88,3,828.86
T1657,407,10,842.72,2,829.7
T1658,481,11,843.55,5,830.99
T1659,331,7,842.97,5,832.09
T1660,439,15,848.03,2,834.08
T1661,204,7,842.16,4,835.98
T1662,611,15,854.64,3,836.35
T1663,776,15,850.79,2,836.51
T1664,394,7,846.37,2,837.93
T1665,657,18,852.3,1,838.14
T1666,745,10,853.0,1,839.05
T1667,470,20,847.63,3,839.61
T1668,492,23,852.87,3,841.16
T1669,473,15,855.56,2,841.85
T1670,778,16,858.17,2,842.17
T1671,329,17,853.39,4,843.39
T1672,347,18,853.0,5,843.42
T1673,527,23,859.99,2,844.19
T1674,785,21,862.67,5,844.31
T1675,700,8,865.07,2,844.67
T1676,436,16,858.88,4,844.93
T1677,446,10,856.13,3,844.94
T1678,429,18,858.09,1,845.04
T1679,467,15,858.24,3,845.18
T1680,522,23,856.95,1,845.4
T1681,331,19,853.25,3,845.59
T1682,618,10,866.01,1,846.55
T1683,369,23,858.93,4,847.17
T1684,764,22,861.56,2,847.69
T1685,433,13,861.88,4,847.77
T1686,589,11,863.4,2,847.83
T1687,241,16,854.16,3,847.85
T1688,733,17,873.62,3,849.22
T1689,237,19,855.79,5,850.76
T1690,308,12,860.7,1,850.95
T1691,503,14,864.68,2,851.14
T1692,656,24,867.8,2,851.25
T1693,630,6,863.57,2,851.8
T1694,208,23,857.03,3,852.81
T1695,558,7,862.63,2,853.16
T1696,378,13,865.41,4,853.91
T1697,449,7,864.65,2,854.48
T1698,685,14,872.37,4,854.73
T1699,673,23,873.45,4,855.03
T1700,430,6,862.97,4,855.31
T1701,492,24,864.52,4,855.53
T1702,651,21,870.81,5,856.22
T1703,515,16,865.35,5,856.29
T1704,492,17,871.59,1,856.4
T1705,342,10,868.54,5,857.53
T1706,511,19,868.46,5,857.63
T1707,542,13,871.5,1,858.21
T1708,518,23,868.87,5,858.62
T1709,581,22,869.72,2,858.79
T1710,681,13,873.57,4,858.99
T1711,272,6,868.54,5,859.7
T1712,797,17,885.42,4,859.79
T1713,375,8,871.49,1,859.84
T1714,589,23,878.3,1,859.96
T1715,765,12,881.91,5,860.26
T1716,267,18,865.73,2,860.66
T1717,489,17,874.83,1,861.66
T1718,603,19,879.46,5,862.05
T1719,541,23,872.41,3,862.71
T1720,591,12,873.42,4,863.26
T1721,331,23,872.34,5,864.11
T1722,320,18,872.85,5,864.34
T1723,620,12,883.39,5,865.74
T1724,467,6,876.03,5,866.31
T1725,270,21,875.7,5,867.61
T1726,612,6,878.65,4,868.01
T1727,359,6,875.89,4,868.64
T1728,344,13,878.5,3,868.64
T1729,276,16,873.39,4,868.68
T1730,254,17,876.43,1,868.75
T1731,605,14,881.15,1,869.73
T1732,238,10,874.84,1,869.9
T1733,363,14,881.85,5,870.25
T1734,509,17,882.01,5,870.38
T1735,744,18,892.31,3,870.39
T1736,796,8,884.53,1,870.78
T1737,438,11,880.23,2,872.16
T1738,566,11,882.0,3,872.48
T1739,362,11,882.22,5,872.77
T1740,611,16,888.36,1,872.91
T1741,634,13,888.73,5,873.16
T1742,203,7,876.84,5,873.45
T1743,311,18,878.74,3,873.48
T1744,347,8,884.18,4,873.49
T1745,311,19,882.67,2,873.52
T1746,223,20,880.34,3,874.12
T1747,298,20,884.05,2,875.27
T1748,304,10,885.12,1,875.75
T1749,341,16,882.87,4,875.77
T1750,398,19,884.79,5,876.06
T1751,542,11,889.71,5,876.09
T1752,293,23,883.5,4,876.18
T1753,728,14,899.98,1,876.83
T1754,668,18,891.03,2,878.47
T1755,269,14,883.63,2,878.67
T1756,469,15,888.68,5,879.27
T1757,488,20,894.61,3,879.6
T1758,407,23,890.78,5,881.59
T1759,224,7,887.6,5,881.66
T1760,691,20,894.52,1,881.67
T1761,229,21,888.7,4,882.01
T1762,589,22,894.9,3,882.18
T1763,296,13,888.13,4,883.15
T1764,336,16,892.56,5,883.61
T1765,600,11,901.37,1,883.92
T1766,482,10,894.97,1,884.23
T1767,271,18,890.67,4,884.98
T1768,618,20,898.91,2,885.26
T1769,339,23,892.63,5,886.02
T1770,732,20,900.29,2,886.35
T1771,736,23,900.79,5,886.38
T1772,608,8,903.07,1,886.63
T1773,651,23,904.03,1,887.7
T1774,667,10,901.89,5,888.11
T1775,351,18,899.08,5,888.38
T1776,755,20,902.14,4,888.5
T1777,202,6,894.34,4,888.75
T1778,778,18,914.43,3,888.78
T1779,750,10,906.49,1,888.9
T1780,530,20,902.96,1,889.19
T1781,212,21,896.09,1,890.19
T1782,506,19,902.42,1,891.17
T1783,604,11,905.0,5,891.79
T1784,645,21,904.68,1,891.84
T1785,734,10,912.95,1,892.54
T1786,390,20,901.76,1,893.48
T1787,470,6,907.67,3,893.67
T1788,747,11,917.86,5,893.71
T1789,546,6,908.67,4,894.75
T1790,698,22,909.29,5,894.99
T1791,759,6,909.66,4,895.71
T1792,739,8,910.76,3,895.75
T1793,459,23,908.92,2,895.88
T1794,794,19,912.65,3,896.03
T1795,619,17,915.31,1,897.86
T1796,556,15,915.22,2,898.57
T1797,464,6,911.58,2,898.73
T1798,403,13,909.44,4,898.99
T1799,465,12,907.67,4,899.42
T1800,443,8,907.27,2,899.61
T1801,707,10,922.21,1,900.13
T1802,237,15,906.42,4,900.33
T1803,606,20,917.24,2,901.25
T1804,224,13,908.31,5,903.15
T1805,320,18,909.3,2,903.27
T1806,360,8,912.61,2,903.9
T1807,740,20,922.9,5,904.08
T1808,344,24,914.29,4,904.11
T1809,440,18,913.93,3,904.31
T1810,570,14,918.2,5,904.35
T1811,252,10,912.09,5,905.94
T1812,435,22,919.84,1,906.33
T1813,246,14,914.3,1,906.79
T1814,260,16,915.06,3,907.29
T1815,245,10,913.81,2,907.36
T1816,521,19,921.79,1,907.45
T1817,200,23,913.91,5,907.48
T1818,505,14,922.91,5,907.76
T1819,688,12,921.76,3,908.13
T1820,355,12,917.17,3,908.15
T1821,484,6,924.65,4,908.57
T1822,581,13,922.59,1,908.74
T1823,753,11,926.02,3,909.27
T1824,736,11,931.2,2,909.77
T1825,221,6,915.44,3,909.93
T1826,593,18,921.03,5,910.8
T1827,424,24,921.24,1,911.44
T1828,476,12,925.51,5,912.75
T1829,786,13,935.81,4,912.87
T1830,408,8,923.37,1,913.68
T1831,554,11,927.0,1,914.17
T1832,439,16,923.85,4,915.32
T1833,459,18,931.47,4,916.2
T1834,787,19,936.08,1,917.0
T1835,442,13,926.04,5,917.89
T1836,721,23,941.02,1,918.11
T1837,610,18,930.93,4,918.2
T1838,411,7,930.8,5,920.05
T1839,371,24,927.34,3,920.29
T1840,776,19,944.36,5,920.54
T1841,557,21,936.67,1,920.99
T1842,306,16,929.49,3,921.18
T1843,768,7,947.19,3,922.47
T1844,493,16,932.45,1,922.52
T1845,614,6,933.95,4,922.53
T1846,765,21,940.67,5,922.97
T1847,619,24,942.17,1,923.24
T1848,239,7,930.17,4,923.43
T1849,660,18,938.49,3,924.27
T1850,460,10,939.42,4,924.5
T1851,768,14,949.9,5,924.55
T1852,482,21,938.88,2,925.07
T1853,222,11,929.33,4,925.08
T1854,786,16,942.59,3,925.22
T1855,663,23,940.78,2,926.75
T1856,442,19,940.27,2,927.26
T1857,439,12,937.86,1,927.46
T1858,286,23,935.47,2,927.62
T1859,531,20,939.7,4,927.63
T1860,284,24,936.91,2,928.99
T1861,455,12,942.44,2,929.44
T1862,671,10,951.0,5,929.68
T1863,494,23,938.87,5,929.86
T1864,512,8,941.17,4,929.99
T1865,696,20,944.43,3,930.45
T1866,425,7,941.67,3,930.85
T1867,708,23,954.26,4,930.9
T1868,325,10,938.59,1,931.34
T1869,335,23,939.92,5,931.57
T1870,786,24,948.2,3,932.68
T1871,458,15,944.37,5,932.87
T1872,293,6,942.23,1,933.75
T1873,568,7,944.04,4,933.97
T1874,267,16,940.74,3,933.98
T1875,649,16,955.85,5,934.76
T1876,242,8,942.43,5,934.99
T1877,521,8,943.95,3,935.18
T1878,324,19,945.27,2,935.54
T1879,488,24,943.89,3,935.54
T1880,636,6,954.69,3,936.07
T1881,346,18,942.83,3,936.21
T1882,381,22,947.24,2,936.72
T1883,349,10,948.22,2,937.72
T1884,698,23,957.7,2,937.73
T1885,726,18,959.38,3,938.0
T1886,602,13,948.63,3,938.18
T1887,558,10,953.54,2,940.66
T1888,355,22,951.34,4,940.86
T1889,683,18,954.95,4,941.2
T1890,777,8,960.24,4,941.71
T1891,246,15,947.28,1,942.22
T1892,750,7,966.92,1,942.99
T1893,601,12,956.68,1,943.24
T1894,405,23,954.84,4,943.3
T1895,721,8,959.98,1,943.43
T1896,348,24,950.54,1,943.46
T1897,462,7,953.53,2,944.3
T1898,623,14,959.23,1,944.5
T1899,607,10,959.73,5,944.61
T1900,458,7,953.15,5,944.95
T1901,266,12,952.99,5,945.49
T1902,227,16,951.29,2,946.96
T1903,295,23,954.69,3,947.44
T1904,454,6,962.94,3,947.83
T1905,567,15,961.82,5,948.95
T1906,739,16,972.86,3,949.48
T1907,291,10,957.46,5,949.5
T1908,730,14,962.54,3,950.23
T1909,767,22,969.78,5,951.38
T1910,644,11,964.93,3,951.68
T1911,439,22,962.28,4,951.88
T1912,492,14,968.6,5,953.32
T1913,326,23,962.04,1,953.48
T1914,528,8,967.06,3,953.59
T1915,412,24,960.97,4,954.07
T1916,402,11,961.17,2,954.44
T1917,551,13,967.95,1,954.87
T1918,699,15,978.5,3,955.85
T1919,773,21,976.94,5,955.94
T1920,459,13,971.41,3,957.0
T1921,558,13,975.78,1,957.4
T1922,721,22,976.96,1,957.42
T1923,724,17,977.28,5,957.88
T1924,642,22,973.37,5,958.58
T1925,778,16,983.18,5,958.65
T1926,717,19,979.08,1,959.9
T1927,444,20,969.62,4,959.93
T1928,329,17,967.06,1,960.41
T1929,578,16,973.74,1,960.42
T1930,460,21,975.76,4,962.27
T1931,332,10,971.68,5,962.28
T1932,602,11,976.22,5,963.04
T1933,349,23,972.42,1,963.78
T1934,676,7,978.43,4,964.56
T1935,409,22,972.52,4,964.71
T1936,535,22,974.46,5,965.41
T1937,228,6,970.88,3,965.61
T1938,632,22,978.82,2,967.29
T1939,787,19,989.09,1,967.94
T1940,778,6,991.32,3,968.29
T1941,285,23,973.65,1,968.57
T1942,644,6,988.21,1,969.4
T1943,779,8,987.9,1,969.86
T1944,664,12,985.86,1,970.06
T1945,344,11,976.17,1,970.4
T1946,759,8,992.98,1,970.57
T1947,453,23,982.07,4,971.29
T1948,309,8,981.27,2,971.9
T1949,296,21,980.17,2,972.3
T1950,458,20,983.08,2,972.31
T1951,772,13,993.76,1,972.35
T1952,319,17,980.63,4,973.82
T1953,798,11,993.57,1,974.19
T1954,627,8,988.79,1,974.39
T1955,328,17,981.57,4,975.54
T1956,579,12,987.98,3,976.24
T1957,729,20,1000.54,4,976.74
T1958,768,7,996.49,4,977.96
T1959,339,14,985.14,1,978.21
T1960,513,19,993.52,3,978.83
T1961,521,13,993.47,2,978.97
T1962,709,24,1000.33,4,979.68
T1963,250,6,985.05,5,980.2
T1964,763,21,996.11,1,981.01
T1965,276,7,987.03,3,981.24
T1966,687,22,1004.98,5,982.82
T1967,555,7,1001.68,4,983.79
T1968,564,23,996.22,1,984.16
T1969,399,13,997.41,5,984.53
T1970,752,6,1007.76,3,984.98
T1971,550,22,999.02,4,985.07
T1972,432,13,998.76,5,986.19
T1973,279,8,995.86,5,986.95
T1974,685,11,1006.9,2,987.14
T1975,650,14,1006.15,1,988.32
T1976,456,11,1000.98,5,989.61
T1977,539,22,1004.79,4,989.77
T1978,771,22,1006.66,5,989.81
T1979,290,6,996.69,2,991.19
T1980,702,23,1004.11,5,991.71
T1981,624,16,1007.13,5,991.92
T1982,642,23,1008.62,1,992.13
T1983,779,10,1010.63,1,992.35
T1984,623,16,1009.73,5,993.85
T1985,397,14,1003.77,5,993.9
T1986,647,8,1006.17,5,994.65
T1987,782,8,1008.34,5,994.83
T1988,567,10,1012.96,5,995.39
T1989,540,17,1011.72,1,996.0
T1990,391,10,1007.35,3,996.36
T1991,786,11,1012.63,4,996.94
T1992,793,14,1019.77,5,997.47
T1993,655,16,1012.43,4,997.71
T1994,297,16,1006.46,5,998.33
T1995,551,16,1013.01,3,998.35
T1996,702,20,1019.04,3,998.47
T1997,520,8,1014.6,5,998.53
T1998,308,17,1007.7,1,998.84
T1999,248,15,1004.4,3,998.93
T2000,303,12,1005.94,5,999.07
